objectid,constituentid,displayorder,roletype,role,prefix,suffix,displaydate,beginyear,endyear,country,zipcode
101880,1117,1,artist,artist,,,,,,,
106996,1935,1,artist,artist,,,,,,,
110320,1219,1,artist,sculptor,,,,,,,
110322,1219,1,artist,sculptor,,,,,,,
59144,1935,1,artist,artist,,,,,,,
59146,1935,1,artist,artist,,,,,,,
60682,1256,1,artist,artist,,,,,,,
39431,2594,1,artist,artist,,,,,,,
39432,2594,1,artist,artist,,,,,,,
39440,5058,1,artist,artist,,,,,,,
69611,1966,1,artist,artist,,,,,,,
69612,1966,1,artist,artist,,,,,,,
69614,1966,1,artist,artist,,,,,,,
69615,1966,1,artist,artist,,,,,,,
69617,1966,1,artist,artist,,,,,,,
69620,1966,1,artist,artist,,,,,,,
69622,1966,1,artist,artist,,,,,,,
39441,5058,1,artist,artist,,,,,,,
39442,5058,1,artist,artist,,,,,,,
39453,1256,2,artist,artist after,,,,,,,
47900,1256,1,artist,artist,,,,,,,
47901,1256,1,artist,artist,,,,,,,
47902,1256,1,artist,artist,,,,,,,
47903,1256,1,artist,artist,,,,,,,
66676,1793,1,artist,artist,,,,,,,
69623,1966,1,artist,artist,,,,,,,
69629,1966,1,artist,artist,,,,,,,
69630,1966,1,artist,artist,,,,,,,
101891,1117,1,artist,artist,,,,,,,
101885,1117,1,artist,artist,,,,,,,
101887,1117,1,artist,artist,,,,,,,
101888,1117,1,artist,artist,,,,,,,
101890,1117,1,artist,artist,,,,,,,
101892,1117,1,artist,artist,,,,,,,
101893,1117,1,artist,artist,,,,,,,
101894,1117,1,artist,artist,,,,,,,
108644,2594,1,artist,artist,,,,,,,
66677,1793,1,artist,artist,,,,,,,
39466,1783,1,artist,artist,,,,,,,
39467,1783,1,artist,artist,,,,,,,
39468,1783,1,artist,artist,,,,,,,
7446,1353,1,artist,artist,,,,,,,
7446,1950,2,artist,artist after,,,,,,,
7447,1353,1,artist,artist,,,,,,,
7448,1353,1,artist,artist,,,,,,,
7452,1353,1,artist,artist,,,,,,,
7458,1353,1,artist,artist,,,,,,,
7459,1353,1,artist,artist,,,,,,,
7461,1353,1,artist,artist,,,,,,,
7463,1353,1,artist,artist,,,,,,,
7464,1353,1,artist,artist,,,,,,,
7469,1353,1,artist,artist,,,,,,,
7471,1353,1,artist,artist,,,,,,,
30227,1818,2,artist,artist after,,,,,,,
33906,1935,1,artist,artist,,,,,,,
33907,1935,1,artist,artist,,,,,,,
33909,1935,1,artist,artist,,,,,,,
33910,1935,1,artist,artist,,,,,,,
33911,1935,1,artist,artist,,,,,,,
33912,1935,1,artist,artist,,,,,,,
33913,1935,2,artist,artist after,,,,,,,
33915,1935,1,artist,artist,,,,,,,
52903,5058,1,artist,artist,,,,,,,
52904,3473,2,artist,artist after,,,,,,,
69660,1721,1,artist,artist,,,,,,,
30231,1174,1,artist,artist,,,,,,,
30232,1932,57,artist,artist after,after,,,,,,
33921,1935,1,artist,artist,,,,,,,
33922,1935,1,artist,artist,,,,,,,
33924,1935,1,artist,artist,,,,,,,
33925,1935,1,artist,artist,,,,,,,
33926,1935,1,artist,artist,,,,,,,
33928,1935,1,artist,artist,,,,,,,
33929,1935,1,artist,artist,,,,,,,
33930,1935,1,artist,artist,,,,,,,
21,989,1,artist,painter,,,,,,,
101898,1117,1,artist,artist,,,,,,,
7474,1353,1,artist,artist,,,,,,,
7477,1353,1,artist,artist,,,,,,,
7479,1353,1,artist,artist,,,,,,,
7481,1353,1,artist,artist,,,,,,,
7482,1353,1,artist,artist,,,,,,,
7483,1353,1,artist,artist,,,,,,,
7485,1353,1,artist,artist,,,,,,,
7486,1353,1,artist,artist,,,,,,,
7487,1353,1,artist,artist,,,,,,,
7488,1353,1,artist,artist,,,,,,,
7489,1353,1,artist,artist,,,,,,,
46468,1353,2,artist,related artist,Workshop of,,,,,,
7491,1353,1,artist,artist,,,,,,,
7492,1353,1,artist,artist,,,,,,,
7493,1353,1,artist,artist,,,,,,,
7495,1353,1,artist,artist,,,,,,,
7496,1353,1,artist,artist,,,,,,,
7497,1353,1,artist,artist,,,,,,,
7500,1353,1,artist,artist,,,,,,,
7502,1353,1,artist,artist,,,,,,,
7504,1353,1,artist,artist,,,,,,,
7505,1353,1,artist,artist,,,,,,,
7506,1353,1,artist,artist,,,,,,,
7507,1353,1,artist,artist,,,,,,,
33941,1935,1,artist,artist,,,,,,,
33943,1935,1,artist,artist,,,,,,,
33944,1935,1,artist,artist,,,,,,,
39515,1935,1,artist,artist,,,,,,,
46469,1353,1,artist,artist,,,,,,,
110461,5058,1,artist,artist,,,,,,,
111757,1966,1,artist,painter,,,,,,,
33959,1935,1,artist,artist,,,,,,,
72138,1726,1,artist,artist,,,,,,,
26,1818,1,artist,artist,,,,,,,
7509,1353,1,artist,artist,,,,,,,
7510,1353,1,artist,artist,,,,,,,
7511,1353,1,artist,artist,,,,,,,
7517,1353,1,artist,artist,,,,,,,
7521,1353,1,artist,artist,,,,,,,
7522,1353,1,artist,artist,,,,,,,
7523,1353,1,artist,artist,,,,,,,
30256,1330,1,artist,artist,,,,,,,
7526,1353,1,artist,artist,,,,,,,
7528,1353,1,artist,artist,,,,,,,
7529,1353,1,artist,artist,,,,,,,
7530,1353,1,artist,artist,,,,,,,
7535,1353,1,artist,artist,,,,,,,
7536,1353,1,artist,artist,,,,,,,
7537,1353,1,artist,artist,,,,,,,
7538,1353,1,artist,artist,,,,,,,
7541,1353,1,artist,artist,,,,,,,
7542,1353,1,artist,artist,,,,,,,
7545,1353,1,artist,artist,,,,,,,
30257,1330,1,artist,artist,,,,,,,
30258,1330,1,artist,artist,,,,,,,
30259,1330,1,artist,artist,,,,,,,
46485,1174,1,artist,artist,,,,,,,
46486,1205,1,artist,artist,,,,,,,
102248,1783,1,artist,artist,,,,,,,
102249,1783,1,artist,artist,,,,,,,
111874,5058,1,artist,artist,,,,,,,
150815,1117,1,artist,artist,,,,,,,
150820,1117,1,artist,artist,,,,,,,
150827,1117,1,artist,artist,,,,,,,
150828,1117,1,artist,artist,,,,,,,
72160,1791,1,artist,artist,,,,,,,
72163,5058,1,artist,artist,,,,,,,
72170,2594,1,artist,artist,,,,,,,
46492,1219,1,artist,artist,,,,,,,
46493,1219,1,artist,artist,,,,,,,
46493,1219,1,owner,previous owner,,", New York, NY",- 1918,,1918.0,,
46494,1221,2,artist,artist after,,,,,,,
7547,1353,1,artist,artist,,,,,,,
7548,1353,1,artist,artist,,,,,,,
7551,1353,1,artist,artist,,,,,,,
7554,1353,1,artist,artist,,,,,,,
7555,1353,1,artist,artist,,,,,,,
7556,1353,1,artist,artist,,,,,,,
7557,1353,1,artist,artist,,,,,,,
7558,1353,1,artist,artist,,,,,,,
7561,1353,1,artist,artist,,,,,,,
7562,1353,1,artist,artist,,,,,,,
57514,1219,1,artist,artist,,,,,,,
57517,1706,1,artist,artist,,,,,,,
60783,1783,1,artist,artist,,,,,,,
60784,1783,1,artist,artist,,,,,,,
33994,1117,1,artist,artist,,,,,,,
41,1932,1,artist,painter,,,,,,,
46,1270,1,artist,artist,,,,,,,
7564,1353,1,artist,artist,,,,,,,
7567,1353,1,artist,artist,,,,,,,
7568,1353,1,artist,artist,,,,,,,
7573,1353,1,artist,artist,,,,,,,
7576,1353,1,artist,artist,,,,,,,
7578,1353,1,artist,artist,,,,,,,
7579,1353,1,artist,artist,,,,,,,
33998,1117,1,artist,artist,,,,,,,
34006,5058,1,artist,artist,,,,,,,
42611,1219,1,artist,artist,,,,,,,
42616,1330,1,artist,artist,,,,,,,
46502,1330,1,artist,painter,,,,,,,
57518,1706,1,artist,artist,,,,,,,
57521,1706,1,artist,artist,,,,,,,
57522,1706,1,artist,artist,,,,,,,
57525,1706,1,artist,artist,,,,,,,
57527,1706,1,artist,artist,,,,,,,
57531,1706,1,artist,artist,,,,,,,
62328,986,2,artist,artist after,,,,,,,
72178,1783,1,artist,artist,,,,,,,
74526,1966,1,artist,artist,,,,,,,
57532,1706,1,artist,artist,,,,,,,
57534,1706,1,artist,artist,,,,,,,
57537,1706,1,artist,artist,,,,,,,
110458,5058,1,artist,artist,,,,,,,
110459,5058,1,artist,artist,,,,,,,
73445,1706,1,artist,artist,,,,,,,
34025,1330,1,artist,artist,,,,,,,
34026,1330,1,artist,artist,,,,,,,
34027,1330,1,artist,artist,,,,,,,
34028,1330,1,artist,artist,,,,,,,
42620,1353,1,artist,artist,,,,,,,
42635,1706,1,artist,artist,,,,,,,
7582,1353,1,artist,artist,,,,,,,
7584,1353,1,artist,artist,,,,,,,
7585,1353,1,artist,artist,,,,,,,
7588,1353,1,artist,artist,,,,,,,
7589,1353,1,artist,artist,,,,,,,
7590,1353,1,artist,artist,,,,,,,
7591,1353,1,artist,artist,,,,,,,
7595,1353,1,artist,artist,,,,,,,
7596,1353,1,artist,artist,,,,,,,
7599,1353,1,artist,artist,,,,,,,
7600,1353,1,artist,artist,,,,,,,
7602,1353,1,artist,artist,,,,,,,
7605,1353,1,artist,artist,,,,,,,
7608,1353,1,artist,artist,,,,,,,
7611,1353,1,artist,artist,,,,,,,
7612,1353,1,artist,artist,,,,,,,
30325,1256,1,artist,artist,,,,,,,
42636,1706,1,artist,artist,,,,,,,
42639,1706,1,artist,artist,,,,,,,
42640,1706,1,artist,artist,,,,,,,
42641,1706,1,artist,artist,,,,,,,
42643,1706,1,artist,artist,,,,,,,
42644,1706,1,artist,artist,,,,,,,
42645,1706,1,artist,artist,,,,,,,
46514,1706,1,artist,artist,,,,,,,
46515,1706,1,artist,artist,,,,,,,
46516,1706,1,artist,artist,,,,,,,
46519,1722,1,artist,artist,,,,,,,
54543,1353,1,artist,artist,,,,,,,
54543,1950,2,artist,artist after,,,,,,,
71030,1219,1,artist,sculptor,,,,,,,
73451,3473,1,artist,artist,,,,,,,
54566,1791,1,artist,artist,,,,,,,
46551,1722,1,artist,artist,,,,,,,
42668,1791,1,artist,artist,,,,,,,
7615,1353,1,artist,artist,,,,,,,
7616,1353,1,artist,artist,,,,,,,
7617,1353,1,artist,artist,,,,,,,
7618,1353,1,artist,artist,,,,,,,
7619,1353,1,artist,artist,,,,,,,
7620,1353,1,artist,artist,,,,,,,
7624,1353,1,artist,artist,,,,,,,
7626,1353,1,artist,artist,,,,,,,
7627,1353,1,artist,artist,,,,,,,
7629,1353,1,artist,artist,,,,,,,
46521,1722,1,artist,artist,,,,,,,
46523,1726,1,artist,artist,,,,,,,
46527,1783,1,artist,artist,,,,,,,
53043,1205,1,artist,artist,,,,,,,
7631,1353,1,artist,artist,,,,,,,
7632,1353,1,artist,artist,,,,,,,
7633,1353,1,artist,artist,,,,,,,
7638,1353,1,artist,artist,,,,,,,
7638,1950,2,artist,artist after,,,,,,,
42683,1935,1,artist,artist,,,,,,,
42685,1935,1,artist,artist,,,,,,,
45347,1256,1,artist,artist,,,,,,,
45348,1256,1,artist,artist,,,,,,,
46528,1783,1,artist,artist,,,,,,,
57576,1935,1,artist,artist,,,,,,,
57585,2594,1,artist,artist,,,,,,,
151237,1221,1,artist,artist,,,,,,,
157499,1932,2,artist,artist after,,,,,,,
157500,1932,2,artist,artist after,,,,,,,
157501,1932,2,artist,artist after,,,,,,,
157521,1117,1,artist,artist,,,,,,,
157522,1117,1,artist,artist,,,,,,,
157527,1117,1,artist,artist,,,,,,,
157770,5058,1,artist,artist,,,,,,,
157772,5058,1,artist,artist,,,,,,,
157774,5058,1,artist,artist,,,,,,,
157889,1783,1,artist,artist,,,,,,,
161670,1221,1,artist,artist,Circle of,,,,,,
161689,1256,1,artist,artist,,,,,,,
163510,1256,2,artist,artist,after,,,,,,
163534,1721,1,artist,artist,,,,,,,
164034,2594,11,artist,artist,,,,,,,
164217,1219,2,artist,artist after,,,,,,,
164218,1219,2,artist,artist,after,,,,,,
164242,5058,1,artist,artist,,,,,,,
164712,1818,2,artist,artist after,after,,,,,,
164915,1219,1,artist,artist,,,,,,,
164916,1219,1,artist,artist,,,,,,,
164935,2594,1,artist,artist,,,,,,,
164937,2638,1,artist,artist,,,,,,,
164942,1726,1,artist,artist,,,,,,,
164950,1791,1,artist,artist,,,,,,,
164952,1791,1,artist,artist,,,,,,,
164953,1791,1,artist,artist,,,,,,,
164958,1870,1,artist,artist,,,,,,,
164959,1870,1,artist,artist,,,,,,,
164959,1870,1,owner,previous owner,,,1882 - 1891,1882.0,1891.0,,
164964,1870,1,artist,artist,,,,,,,
164968,1870,1,artist,artist,,,,,,,
164969,1870,1,artist,artist,,,,,,,
165071,1256,1,artist,artist,,,,,,,
165233,5058,1,artist,artist,,,,,,,
165301,1219,1,artist,artist,,,,,,,
165306,1783,1,artist,artist,,,,,,,
165310,1783,1,artist,artist,,,,,,,
165311,1783,1,artist,artist,,,,,,,
165313,1783,1,artist,artist,,,,,,,
165834,1783,1,artist,artist,,,,,,,
165835,1783,1,artist,artist,,,,,,,
165836,1783,1,artist,artist,,,,,,,
165844,1706,1,artist,artist,,,,,,,
165851,1783,1,artist,artist,,,,,,,
165854,1935,1,artist,artist,,,,,,,
165856,1706,1,artist,artist,,,,,,,
166503,1966,1,artist,artist,,,,,,,
168819,1219,1,artist,artist,,,,,,,
169110,1818,2,artist,artist after,,,,,,,
171974,1783,1,artist,painter,,,,,,,
173944,1721,1,artist,artist,,,,,,,
174896,1966,1,artist,artist,,,,,,,
174927,1966,1,artist,artist,,,,,,,
175115,1966,1,artist,artist,,,,,,,
175116,1966,1,artist,artist,,,,,,,
175122,1966,1,artist,artist,,,,,,,
175124,1966,1,artist,artist,,,,,,,
175125,1966,1,artist,artist,,,,,,,
175126,1966,1,artist,artist,,,,,,,
175127,1966,1,artist,artist,,,,,,,
175128,1966,1,artist,artist,,,,,,,
175129,1966,1,artist,artist,,,,,,,
175130,1966,1,artist,artist,,,,,,,
175134,1966,1,artist,artist,,,,,,,
175136,1966,1,artist,artist,,,,,,,
175139,1966,1,artist,artist,,,,,,,
175140,1966,1,artist,artist,,,,,,,
175141,1966,1,artist,artist,,,,,,,
175143,1966,1,artist,artist,,,,,,,
175144,1966,1,artist,artist,,,,,,,
175145,1966,1,artist,artist,,,,,,,
175146,1966,1,artist,artist,,,,,,,
175148,1966,1,artist,artist,,,,,,,
175150,1966,1,artist,artist,,,,,,,
175152,1966,1,artist,artist,,,,,,,
175154,1966,1,artist,artist,,,,,,,
175156,1966,1,artist,artist,,,,,,,
175158,1966,1,artist,artist,,,,,,,
175161,1966,1,artist,artist,,,,,,,
175163,1966,1,artist,artist,,,,,,,
175165,1966,1,artist,artist,,,,,,,
175166,1966,1,artist,artist,,,,,,,
175168,1966,1,artist,artist,,,,,,,
175169,1966,1,artist,artist,,,,,,,
175170,1966,1,artist,artist,,,,,,,
175172,1966,1,artist,artist,,,,,,,
175176,1966,1,artist,artist,,,,,,,
175177,1966,1,artist,artist,,,,,,,
175179,1966,1,artist,artist,,,,,,,
175180,1966,1,artist,artist,,,,,,,
175183,1966,1,artist,artist,,,,,,,
175184,1966,1,artist,artist,,,,,,,
175185,1966,1,artist,artist,,,,,,,
175189,1966,1,artist,artist,,,,,,,
175190,1966,1,artist,artist,,,,,,,
175192,1966,1,artist,artist,,,,,,,
175194,1966,1,artist,artist,,,,,,,
175196,1966,1,artist,artist,,,,,,,
175197,1966,1,artist,artist,,,,,,,
175198,1966,1,artist,artist,,,,,,,
175199,1966,1,artist,artist,,,,,,,
175200,1966,1,artist,artist,,,,,,,
175201,1966,1,artist,artist,,,,,,,
175205,1966,1,artist,artist,,,,,,,
175207,1966,1,artist,artist,,,,,,,
175209,1966,1,artist,artist,,,,,,,
175217,1966,1,artist,artist,,,,,,,
175219,1966,1,artist,artist,,,,,,,
175222,1966,1,artist,artist,,,,,,,
175226,1966,1,artist,artist,,,,,,,
175227,1966,1,artist,artist,,,,,,,
175232,1966,1,artist,artist,,,,,,,
175240,1966,1,artist,artist,,,,,,,
175243,1966,1,artist,artist,,,,,,,
175244,1966,1,artist,artist,,,,,,,
175255,1966,1,artist,artist,,,,,,,
175258,1966,1,artist,artist,,,,,,,
175260,1966,1,artist,artist,,,,,,,
175261,1966,1,artist,artist,,,,,,,
175266,1966,1,artist,artist,,,,,,,
175267,1966,1,artist,artist,,,,,,,
175269,1966,1,artist,artist,,,,,,,
175271,1966,1,artist,artist,,,,,,,
175274,1966,1,artist,artist,,,,,,,
175277,1966,1,artist,artist,,,,,,,
175278,1966,1,artist,artist,,,,,,,
175279,1966,1,artist,artist,,,,,,,
175281,1966,1,artist,artist,,,,,,,
175284,1966,1,artist,artist,,,,,,,
175291,1966,1,artist,artist,,,,,,,
175292,1966,1,artist,artist,,,,,,,
175293,1966,1,artist,artist,,,,,,,
175528,1966,1,artist,artist,,,,,,,
177090,1877,1,artist,painter,,,,,,,
178254,1726,1,artist,painter,,,,,,,
194941,1174,1,artist,painter,,,,,,,
195132,1221,1,artist,painter,,,,,,,
200635,1966,1,artist,artist,,,,,,,
200642,1966,1,artist,artist,,,,,,,
200644,1966,1,artist,artist,,,,,,,
200645,1966,1,artist,artist,,,,,,,
200647,1966,1,artist,artist,,,,,,,
200648,1966,1,artist,artist,,,,,,,
200650,1966,1,artist,artist,,,,,,,
200654,1966,1,artist,artist,,,,,,,
200655,1966,1,artist,artist,,,,,,,
200896,1353,1,artist,artist,,,,,,,
203958,1783,1,artist,artist,,,,,,,
205632,5058,1,artist,artist,,,,,,,
205904,1783,1,artist,artist,,,,,,,
205906,1783,1,artist,artist,,,,,,,
206546,1356,1,artist,artist,attributed to,,,,,,
206847,1818,2,artist,artist after,after,,,,,,
207494,5058,1,artist,artist,,,,,,,
207497,5058,1,artist,artist,,,,,,,
207498,5058,1,artist,artist,,,,,,,
207499,5058,1,artist,artist,,,,,,,
207500,5058,1,artist,artist,,,,,,,
207503,5058,1,artist,artist,,,,,,,
207505,5058,1,artist,artist,,,,,,,
207506,5058,1,artist,artist,,,,,,,
207507,5058,1,artist,artist,,,,,,,
207514,5058,1,artist,artist,,,,,,,
207516,5058,1,artist,artist,,,,,,,
207517,5058,1,artist,artist,,,,,,,
207519,5058,1,artist,artist,,,,,,,
207522,5058,1,artist,artist,,,,,,,
207537,5058,1,artist,artist,,,,,,,
207540,5058,1,artist,artist,,,,,,,
207544,5058,1,artist,artist,,,,,,,
207547,5058,1,artist,artist,,,,,,,
207550,5058,1,artist,artist,,,,,,,
207555,5058,1,artist,artist,,,,,,,
207559,5058,1,artist,artist,,,,,,,
207562,5058,1,artist,artist,,,,,,,
207575,5058,1,artist,artist,,,,,,,
207580,5058,1,artist,artist,,,,,,,
207583,5058,1,artist,artist,,,,,,,
207586,5058,1,artist,artist,,,,,,,
207590,5058,1,artist,artist,,,,,,,
207591,5058,1,artist,artist,,,,,,,
207593,5058,1,artist,artist,,,,,,,
208826,3473,2,artist,artist after,,,,,,,
209781,3473,2,artist,artist after,,,,,,,
209784,3473,2,artist,artist after,,,,,,,
209788,3473,2,artist,artist after,after,,,,,,
209789,3473,2,artist,artist after,after,,,,,,
211482,1479,2,artist,artist after,,,,,,,
211484,1479,2,artist,artist after,,,,,,,
211486,1479,2,artist,artist after,,,,,,,
211487,1479,2,artist,artist after,,,,,,,
211488,1479,2,artist,artist after,,,,,,,
211489,1479,2,artist,artist after,,,,,,,
211491,1479,2,artist,artist after,,,,,,,
211726,1721,1,artist,artist,,,,,,,
211932,1721,1,artist,artist,,,,,,,
211933,1721,1,artist,artist,,,,,,,
211935,1721,1,artist,artist,,,,,,,
211936,1721,1,artist,artist,,,,,,,
211942,1721,1,artist,artist,,,,,,,
211943,1721,1,artist,artist,,,,,,,
211944,1721,1,artist,artist,,,,,,,
211945,1721,1,artist,artist,,,,,,,
211947,1721,1,artist,artist,,,,,,,
211957,1721,1,artist,artist,,,,,,,
211959,1721,1,artist,artist,,,,,,,
211961,1721,1,artist,artist,,,,,,,
211962,1721,1,artist,artist,,,,,,,
211966,1721,1,artist,artist,,,,,,,
211968,1721,1,artist,artist,,,,,,,
211969,1721,1,artist,artist,,,,,,,
211972,1721,1,artist,artist,,,,,,,
211974,1721,1,artist,artist,,,,,,,
211978,1721,1,artist,artist,,,,,,,
211979,1721,1,artist,artist,,,,,,,
211980,1721,1,artist,artist,,,,,,,
211984,1721,1,artist,artist,,,,,,,
211985,1721,1,artist,artist,,,,,,,
211986,1721,1,artist,artist,,,,,,,
211987,1721,1,artist,artist,,,,,,,
211988,1721,1,artist,artist,,,,,,,
211991,1721,1,artist,artist,,,,,,,
211992,1721,1,artist,artist,,,,,,,
211993,1721,1,artist,artist,,,,,,,
211994,1721,1,artist,artist,,,,,,,
211999,1721,1,artist,artist,,,,,,,
212000,1721,1,artist,artist,,,,,,,
212001,1721,1,artist,artist,,,,,,,
212002,1721,1,artist,artist,,,,,,,
212005,1721,1,artist,artist,,,,,,,
212009,1721,1,artist,artist,,,,,,,
212566,1783,1,artist,artist,,,,,,,
213918,1791,1,artist,artist,,,,,,,
216573,1818,3,artist,artist after,after,,,,,,
216819,1353,1,artist,artist,,,,,,,
219048,1818,2,artist,artist after,after,,,,,,
219308,1219,1,artist,artist,,,,,,,
219309,1221,1,artist,artist,,,,,,,
219319,1219,1,artist,artist,,,,,,,
219321,1721,1,artist,artist,,,,,,,
220378,1818,2,artist,artist after,,,,,,,
221044,1818,2,artist,artist after,after,,,,,,
221113,3473,3,artist,artist after,after,,,,,,
222557,3473,2,artist,artist after,after,,,,,,
223179,1966,3,artist,collaborator,,,,,,,
223871,1706,1,artist,artist,,,,,,,
224145,1818,2,artist,artist after,,,,,,,
224157,1877,1,artist,artist,,,,,,,
224461,1353,1,artist,artist,,,,,,,
225260,1950,3,artist,artist after,,,,,,,
225540,5058,1,artist,artist,,,,,,,
225541,5058,1,artist,artist,,,,,,,
225549,5058,1,artist,artist,,,,,,,
225556,5058,1,artist,artist,,,,,,,
225564,5058,1,artist,artist,,,,,,,
225576,5058,1,artist,artist,,,,,,,
225583,5058,1,artist,artist,,,,,,,
225596,5058,1,artist,artist,,,,,,,
225601,5058,1,artist,artist,,,,,,,
226184,1479,2,artist,artist after,,,,,,,
227813,2594,1,artist,artist,,,,,,,
42687,1935,1,artist,artist,,,,,,,
42688,1935,1,artist,artist,,,,,,,
42689,1935,1,artist,artist,,,,,,,
42690,1935,1,artist,artist,,,,,,,
42691,1935,1,artist,artist,,,,,,,
46537,1831,1,artist,artist,,,,,,,
46541,1935,1,artist,artist,,,,,,,
46542,1935,1,artist,artist,,,,,,,
46543,1935,1,artist,artist,,,,,,,
50008,1330,1,artist,artist,,,,,,,
53058,1706,1,artist,artist,,,,,,,
53060,1783,1,artist,artist,,,,,,,
53061,1783,1,artist,artist,,,,,,,
53063,1783,1,artist,artist,,,,,,,
54619,1221,1,artist,artist,,,,,,,
57603,1256,1,artist,artist,,,,,,,
57604,1256,1,artist,artist,,,,,,,
57605,1256,1,artist,artist,,,,,,,
57606,1256,1,artist,artist,,,,,,,
57608,1256,1,artist,artist,,,,,,,
57609,1256,1,artist,artist,,,,,,,
89,1950,2,artist,related artist,Follower of,,,,,,
92,1353,1,artist,artist,,,,,,,
94,1353,2,artist,related artist,Workshop of,,,,,,
56109,1330,1,artist,painter,,,,,,,
62407,1818,6,artist,artist after,,,,,,,
48199,1353,1,artist,artist,,,,,,,
62415,1085,7,artist,artist after,,,,,,,
62415,1818,15,artist,artist after,,,,,,,
62415,3473,8,artist,artist after,,,,,,,
71071,1706,1,artist,artist,,,,,,,
46588,1174,1,artist,artist,,,,,,,
46589,1174,1,artist,artist,,,,,,,
53096,1721,1,artist,artist,,,,,,,
53105,1818,3,artist,artist after,?,,,,,,
41296,1256,1,artist,artist,,,,,,,
41295,1256,1,artist,artist,,,,,,,
41297,1353,1,artist,artist,,,,,,,
41299,1353,1,artist,artist,,,,,,,
30475,1791,1,artist,artist,,,,,,,
39742,1219,1,artist,artist,,,,,,,
46590,1205,1,artist,artist,,,,,,,
56147,1966,1,artist,artist,,,,,,,
72329,1706,1,artist,artist,,,,,,,
46597,1219,1,artist,artist,,,,,,,
46597,1219,3,owner,previous owner,,,- 1918,,1918.0,,
46599,1219,1,artist,artist,,,,,,,
46599,1219,1,owner,previous owner,,,- 1918,,1918.0,,
46601,1221,2,artist,related artist,Follower of,,,,,,
53125,1174,1,artist,artist,,,,,,,
65584,1818,2,artist,artist after,,,,,,,
39758,1219,4,owner,previous owner,,,1898 - 1917,1898.0,1917.0,,
39758,1330,1,artist,painter,,,,,,,
7828,1256,2,artist,artist after,,,,,,,
152203,1783,1,artist,artist,,,,,,,
152206,1783,1,artist,artist,,,,,,,
42803,1330,1,artist,artist,,,,,,,
53127,1219,1,artist,artist,,,,,,,
53129,1330,1,artist,painter,,,,,,,
53130,1330,1,artist,painter,,,,,,,
59475,1479,2,artist,artist after,,,,,,,
7860,1256,2,artist,artist after,,,,,,,
12204,1356,1,artist,painter,,,,,,,
72321,1932,1,artist,artist,,,,,,,
10105,1791,1,artist,artist,,,,,,,
10106,1791,1,artist,artist,,,,,,,
10107,1791,1,artist,artist,,,,,,,
53137,1783,1,artist,artist,,,,,,,
53138,1845,1,artist,artist,,,,,,,
53140,1935,1,artist,artist,,,,,,,
54725,1437,1,artist,artist,,,,,,,
54727,1721,1,artist,artist,,,,,,,
10135,1818,2,artist,artist after,,,,,,,
10136,1818,2,artist,artist after,,,,,,,
10139,1818,2,artist,artist after,,,,,,,
10140,1818,2,artist,artist after,,,,,,,
10141,1818,2,artist,artist after,,,,,,,
152484,1783,1,artist,artist,,,,,,,
152486,1783,1,artist,artist,,,,,,,
152487,1783,1,artist,artist,,,,,,,
152488,1783,1,artist,artist,,,,,,,
152489,1783,1,artist,artist,,,,,,,
42837,1783,1,artist,artist,,,,,,,
46623,1330,1,artist,painter,,,,,,,
48302,1437,1,artist,artist,,,,,,,
46640,1706,1,artist,artist,,,,,,,
39812,1256,1,artist,artist,,,,,,,
10142,1818,2,artist,artist after,,,,,,,
10144,1818,2,artist,artist after,,,,,,,
10145,1818,2,artist,artist after,,,,,,,
10146,1818,2,artist,artist after,,,,,,,
10148,1818,2,artist,artist after,,,,,,,
46628,1349,2,artist,related artist,Imitator of,,,,,,
39823,1349,1,artist,artist,,,,,,,
39824,1349,1,artist,artist,,,,,,,
39825,1353,1,artist,artist,,,,,,,
39825,1950,2,artist,artist after,,,,,,,
39826,1353,1,artist,artist,,,,,,,
39826,1950,2,artist,artist after,,,,,,,
39829,1353,1,artist,artist,,,,,,,
39832,1353,1,artist,artist,,,,,,,
39833,1353,1,artist,artist,,,,,,,
39834,1353,1,artist,artist,,,,,,,
39835,1353,1,artist,artist,,,,,,,
39837,1353,1,artist,artist,,,,,,,
39838,1353,1,artist,artist,,,,,,,
39840,1353,1,artist,artist,,,,,,,
39842,1353,1,artist,artist,,,,,,,
39843,1353,1,artist,artist,,,,,,,
39844,1353,1,artist,artist,,,,,,,
46642,1706,1,artist,artist,,,,,,,
46645,1706,1,artist,artist,,,,,,,
46646,1722,1,artist,artist,,,,,,,
46647,1722,1,artist,artist,,,,,,,
46649,1722,1,artist,painter,,,,,,,
46650,1722,1,artist,artist,,,,,,,
56232,1818,2,artist,artist after,,,,,,,
39846,1353,1,artist,artist,,,,,,,
39849,1353,1,artist,artist,,,,,,,
39850,1353,1,artist,artist,,,,,,,
39852,1353,1,artist,artist,,,,,,,
39852,1950,2,artist,artist after,,,,,,,
39853,1353,1,artist,artist,,,,,,,
91589,1783,1,artist,artist,,,,,,,
46654,1726,1,artist,artist,,,,,,,
46655,1726,1,artist,artist,,,,,,,
46656,1726,1,artist,artist,,,,,,,
46658,1726,1,artist,artist,,,,,,,
50214,1721,1,artist,artist,,,,,,,
110683,1932,2,artist,artist after,?,,,,,,
30595,5058,1,artist,artist,,,,,,,
30596,5058,1,artist,artist,,,,,,,
