objectid,element,dimensiontype,dimension,unitname
75779,sheet,height,8.1,centimeters
75780,overall,width,27.4,centimeters
75780,overall,height,21.9,centimeters
75781,overall,width,27.4,centimeters
75781,overall,height,21.9,centimeters
75782,overall,width,14.3,centimeters
75782,overall,height,16.4,centimeters
75793,overall,width,5.1,centimeters
75793,overall,height,6.4,centimeters
75848,overall,width,27.2,centimeters
75848,overall,height,40.7,centimeters
76218,overall,width,31.9,centimeters
76218,overall,height,24.2,centimeters
76940,page size,width,28.9,centimeters
76940,page size,height,41.0,centimeters
78816,plate,width,9.5,centimeters
78816,plate,height,11.8,centimeters
78819,plate,width,16.0,centimeters
78819,plate,height,20.8,centimeters
78820,plate,width,17.7,centimeters
78820,plate,height,12.8,centimeters
78821,plate,width,21.4,centimeters
78821,plate,height,27.7,centimeters
78822,plate,width,18.9,centimeters
78822,plate,height,24.8,centimeters
78823,plate,width,20.9,centimeters
78823,plate,height,17.8,centimeters
78826,plate,width,8.8,centimeters
78826,plate,height,12.1,centimeters
78828,plate,width,15.8,centimeters
78828,plate,height,21.1,centimeters
78830,plate,width,21.5,centimeters
78830,plate,height,27.7,centimeters
78832,plate,width,21.7,centimeters
78832,plate,height,27.8,centimeters
78833,plate,width,9.1,centimeters
78833,plate,height,11.8,centimeters
78834,plate,width,18.3,centimeters
78834,plate,height,24.6,centimeters
78835,plate,width,17.9,centimeters
78835,plate,height,20.8,centimeters
78837,plate,width,14.5,centimeters
78837,plate,height,17.5,centimeters
78838,plate,width,15.8,centimeters
78838,plate,height,21.0,centimeters
78839,plate,width,11.6,centimeters
78839,plate,height,22.2,centimeters
78841,plate,width,10.9,centimeters
78841,plate,height,16.8,centimeters
78847,plate,width,27.5,centimeters
78847,plate,height,37.5,centimeters
78848,sheet,width,30.9,centimeters
78848,sheet,height,43.8,centimeters
78849,sheet,width,45.3,centimeters
78849,sheet,height,28.3,centimeters
78850,sheet,width,44.9,centimeters
78850,sheet,height,28.3,centimeters
78851,sheet,width,26.6,centimeters
78851,sheet,height,23.3,centimeters
78853,sheet,width,27.8,centimeters
78853,sheet,height,22.5,centimeters
78856,sheet,width,26.6,centimeters
78856,sheet,height,35.3,centimeters
78857,sheet,width,37.1,centimeters
78857,sheet,height,56.5,centimeters
78860,image,width,26.1,centimeters
78860,image,height,41.2,centimeters
78861,image,width,26.6,centimeters
78861,image,height,41.2,centimeters
78863,plate,width,23.7,centimeters
78863,plate,height,29.7,centimeters
78864,plate,width,23.8,centimeters
78864,plate,height,29.6,centimeters
78866,plate,width,21.7,centimeters
78866,plate,height,27.9,centimeters
78870,image,width,20.2,centimeters
78870,image,height,28.0,centimeters
78871,block,width,28.0,centimeters
78871,block,height,20.1,centimeters
78872,image,width,20.2,centimeters
78872,image,height,28.0,centimeters
78874,plate,width,22.7,centimeters
78874,plate,height,28.8,centimeters
78875,overall,width,24.0,centimeters
78875,overall,height,33.8,centimeters
78876,plate,width,27.4,centimeters
78876,plate,height,37.0,centimeters
78877,page size,width,27.94,centimeters
78877,page size,height,38.1,centimeters
79254,plate,width,10.7,centimeters
79254,plate,height,16.5,centimeters
79258,plate,width,11.0,centimeters
79258,plate,height,16.8,centimeters
79259,plate,width,11.0,centimeters
79259,plate,height,16.7,centimeters
79261,plate,width,11.0,centimeters
79261,plate,height,16.4,centimeters
79264,plate,width,10.9,centimeters
79264,plate,height,16.8,centimeters
79265,plate,width,10.9,centimeters
79265,plate,height,16.8,centimeters
79267,plate,width,11.0,centimeters
79267,plate,height,16.8,centimeters
79268,plate,width,10.9,centimeters
79268,plate,height,16.7,centimeters
79272,plate,width,11.0,centimeters
79272,plate,height,16.7,centimeters
79275,plate,width,11.0,centimeters
79275,plate,height,16.5,centimeters
79277,plate,width,11.1,centimeters
79277,plate,height,17.0,centimeters
79278,plate,width,11.1,centimeters
79278,plate,height,17.0,centimeters
79279,plate,width,11.0,centimeters
79279,plate,height,17.1,centimeters
79282,plate,width,11.0,centimeters
79282,plate,height,16.4,centimeters
79284,page size,width,15.9,centimeters
79284,page size,height,21.2,centimeters
79285,page size,width,15.9,centimeters
79285,page size,height,21.2,centimeters
79286,plate,width,10.3,centimeters
79286,plate,height,14.2,centimeters
79288,plate,width,10.0,centimeters
79288,plate,height,15.2,centimeters
79289,plate,width,10.4,centimeters
79289,plate,height,15.1,centimeters
79291,plate,width,9.5,centimeters
79291,plate,height,14.5,centimeters
79292,plate,width,9.8,centimeters
79292,plate,height,13.7,centimeters
79293,plate,width,10.2,centimeters
79293,plate,height,14.4,centimeters
79294,plate,width,10.0,centimeters
79294,plate,height,15.2,centimeters
79296,page size,width,13.5,centimeters
79296,page size,height,22.0,centimeters
79297,plate,width,9.4,centimeters
79297,plate,height,15.7,centimeters
81579,page size,width,48.0,centimeters
81579,page size,height,69.2,centimeters
81780,page size,width,27.31,centimeters
81780,page size,height,41.28,centimeters
82277,overall,width,49.7,centimeters
82277,overall,height,18.5,centimeters
82703,plate,width,28.6,centimeters
82703,plate,height,22.0,centimeters
82707,plate,width,28.7,centimeters
82707,plate,height,21.9,centimeters
82713,plate,width,29.7,centimeters
82713,plate,height,22.0,centimeters
82714,plate,width,29.7,centimeters
82714,plate,height,22.7,centimeters
82715,plate,width,22.7,centimeters
82715,plate,height,30.2,centimeters
82717,plate,width,29.4,centimeters
82717,plate,height,22.7,centimeters
82719,plate,width,22.3,centimeters
82719,plate,height,28.4,centimeters
82720,plate,width,23.2,centimeters
82720,plate,height,28.0,centimeters
82724,plate,width,28.6,centimeters
82724,plate,height,22.1,centimeters
82725,plate,width,22.1,centimeters
82725,plate,height,28.7,centimeters
82726,plate,width,28.0,centimeters
82726,plate,height,21.5,centimeters
82728,plate,width,21.4,centimeters
82728,plate,height,27.8,centimeters
82729,plate,width,21.5,centimeters
82729,plate,height,27.8,centimeters
82730,plate,width,21.3,centimeters
82730,plate,height,28.0,centimeters
82733,plate,width,21.2,centimeters
82733,plate,height,27.7,centimeters
82734,plate,width,27.9,centimeters
82734,plate,height,21.2,centimeters
82735,plate,width,21.4,centimeters
82735,plate,height,27.8,centimeters
82736,plate,width,27.9,centimeters
82736,plate,height,21.6,centimeters
82737,plate,width,27.8,centimeters
82737,plate,height,21.4,centimeters
82739,plate,width,27.9,centimeters
82739,plate,height,21.5,centimeters
82741,plate,width,27.8,centimeters
82741,plate,height,21.3,centimeters
82742,plate,width,21.3,centimeters
82742,plate,height,27.7,centimeters
82744,plate,width,21.2,centimeters
82744,plate,height,27.6,centimeters
82745,plate,width,21.5,centimeters
82745,plate,height,27.8,centimeters
82746,plate,width,21.0,centimeters
82746,plate,height,27.8,centimeters
82747,plate,width,27.7,centimeters
82747,plate,height,21.3,centimeters
82748,plate,width,27.7,centimeters
82748,plate,height,21.4,centimeters
82751,plate,width,21.1,centimeters
82751,plate,height,27.5,centimeters
82752,plate,width,21.0,centimeters
82752,plate,height,27.7,centimeters
82756,plate,width,21.2,centimeters
82756,plate,height,28.6,centimeters
82757,plate,width,21.1,centimeters
82757,plate,height,27.7,centimeters
82762,plate,width,22.0,centimeters
82762,plate,height,27.7,centimeters
82763,plate,width,27.8,centimeters
82763,plate,height,21.9,centimeters
82764,plate,width,22.0,centimeters
82764,plate,height,27.7,centimeters
82765,plate,width,27.6,centimeters
82765,plate,height,22.0,centimeters
82767,plate,width,21.9,centimeters
82767,plate,height,27.8,centimeters
82771,plate,width,27.5,centimeters
82771,plate,height,21.8,centimeters
82772,plate,width,22.0,centimeters
82772,plate,height,27.7,centimeters
82775,plate,width,21.0,centimeters
82775,plate,height,27.8,centimeters
82783,plate,width,21.1,centimeters
82783,plate,height,27.9,centimeters
82784,plate,width,27.7,centimeters
82784,plate,height,21.0,centimeters
82785,plate,width,21.1,centimeters
82785,plate,height,27.8,centimeters
82786,plate,width,20.9,centimeters
82786,plate,height,27.7,centimeters
82789,plate,width,27.9,centimeters
82789,plate,height,21.1,centimeters
82790,plate,width,20.4,centimeters
82790,plate,height,27.7,centimeters
82792,plate,width,27.7,centimeters
82792,plate,height,21.1,centimeters
82793,plate,width,21.0,centimeters
82793,plate,height,28.6,centimeters
82795,plate,width,27.6,centimeters
82795,plate,height,21.1,centimeters
82796,plate,width,27.7,centimeters
82796,plate,height,21.2,centimeters
85913,sheet,width,35.2,centimeters
85913,sheet,height,47.4,centimeters
85914,sheet,width,35.4,centimeters
85914,sheet,height,47.5,centimeters
89685,overall,width,39.37,centimeters
89685,overall,height,59.69,centimeters
89686,overall,width,21.91,centimeters
89686,overall,height,15.88,centimeters
89687,overall,width,27.0,centimeters
89687,overall,height,21.5,centimeters
89691,overall,width,51.7,centimeters
89691,overall,height,39.9,centimeters
90728,plate,width,21.9,centimeters
90728,plate,height,27.5,centimeters
91414,overall,width,14.9,centimeters
91414,overall,height,12.6,centimeters
91552,overall,width,37.7,centimeters
91552,overall,height,46.3,centimeters
91590,overall,width,95.7,centimeters
91590,overall,height,68.5,centimeters
92993,overall,width,12.8,centimeters
92993,overall,height,15.5,centimeters
93011,sheet,width,16.0,centimeters
93011,sheet,height,22.3,centimeters
93012,overall,width,31.8,centimeters
93012,overall,height,48.9,centimeters
93013,overall,width,24.5,centimeters
93013,overall,height,32.3,centimeters
93014,overall,width,24.5,centimeters
93014,overall,height,32.3,centimeters
93025,overall,width,37.0,centimeters
93025,overall,height,48.9,centimeters
93032,plate,width,11.9,centimeters
93032,plate,height,16.0,centimeters
93037,plate,width,23.4,centimeters
93037,plate,height,26.8,centimeters
93040,overall,depth,11.11,centimeters
93040,overall,width,31.75,centimeters
93040,overall,height,13.34,centimeters
93830,sheet,width,49.4,centimeters
93830,sheet,height,31.8,centimeters
93892,sheet,width,38.4,centimeters
93892,sheet,height,28.1,centimeters
93893,sheet,width,31.9,centimeters
93893,sheet,height,25.1,centimeters
93917,sheet,width,28.1,centimeters
93917,sheet,height,43.8,centimeters
93919,sheet,width,24.0,centimeters
93919,sheet,height,30.7,centimeters
93922,sheet,width,50.2,centimeters
93922,sheet,height,32.8,centimeters
93923,sheet,width,24.0,centimeters
93923,sheet,height,32.2,centimeters
93924,sheet,width,49.5,centimeters
93924,sheet,height,31.9,centimeters
93944,image,width,26.4,centimeters
93944,image,height,37.0,centimeters
93945,sheet,width,12.0,centimeters
93945,sheet,height,13.0,centimeters
94491,plate,width,12.3,centimeters
94491,plate,height,18.9,centimeters
94745,plate,width,22.7,centimeters
94745,plate,height,39.2,centimeters
94898,sheet,width,37.7,centimeters
94898,sheet,height,55.9,centimeters
94902,overall,width,152.0,centimeters
94902,overall,height,180.0,centimeters
94904,overall,width,34.29,centimeters
94904,overall,height,26.03,centimeters
94905,overall,width,35.2,centimeters
94905,overall,height,26.6,centimeters
97318,plate,width,29.9,centimeters
97318,plate,height,23.7,centimeters
97319,plate,width,34.8,centimeters
97319,plate,height,24.7,centimeters
97321,plate,width,12.8,centimeters
97321,plate,height,18.0,centimeters
97323,plate,width,58.7,centimeters
97323,plate,height,21.9,centimeters
98129,plate,width,34.8,centimeters
98129,plate,height,24.7,centimeters
98421,overall,width,16.8,centimeters
98421,overall,height,10.4,centimeters
98620,sheet,width,74.9,centimeters
98620,sheet,height,61.7,centimeters
101880,image,width,11.0,centimeters
101880,image,height,14.0,centimeters
101885,image,width,15.0,centimeters
101885,image,height,11.0,centimeters
101887,image,width,11.0,centimeters
101887,image,height,14.4,centimeters
101888,image,width,10.7,centimeters
101888,image,height,14.1,centimeters
101890,sheet,width,28.0,centimeters
101890,sheet,height,19.5,centimeters
101891,sheet,width,28.0,centimeters
101891,sheet,height,19.8,centimeters
101892,sheet,width,32.4,centimeters
101892,sheet,height,21.0,centimeters
101893,image,width,11.1,centimeters
101893,image,height,13.9,centimeters
101894,image,width,10.9,centimeters
101894,image,height,14.0,centimeters
101896,image,width,11.0,centimeters
101896,image,height,13.9,centimeters
101897,image,width,11.0,centimeters
101897,image,height,13.9,centimeters
102250,plate,width,29.8,centimeters
102250,plate,height,23.7,centimeters
102495,overall,width,24.77,centimeters
102495,overall,height,31.75,centimeters
102496,overall,width,62.23,centimeters
102496,overall,height,46.99,centimeters
102497,overall,width,21.91,centimeters
102497,overall,height,34.61,centimeters
102968,image,width,49.7,centimeters
102968,image,height,59.5,centimeters
102969,image,width,50.0,centimeters
102969,image,height,59.9,centimeters
103922,sheet,width,38.1,centimeters
103922,sheet,height,28.2,centimeters
103923,sheet,width,38.0,centimeters
103923,sheet,height,28.0,centimeters
103933,sheet,width,28.1,centimeters
103933,sheet,height,38.0,centimeters
105890,plate,width,17.7,centimeters
105890,plate,height,24.3,centimeters
106382,overall,width,44.5,centimeters
106382,overall,height,57.7851155702,centimeters
106714,image,width,16.7,centimeters
106714,image,height,25.5,centimeters
106912,overall,width,29.1,centimeters
106912,overall,height,19.6,centimeters
106996,overall,width,25.7,centimeters
106996,overall,height,15.8,centimeters
107649,plate,width,28.0,centimeters
107649,plate,height,19.4,centimeters
108314,image,width,10.2,centimeters
108314,image,height,12.4,centimeters
108407,image,width,29.8,centimeters
108407,image,height,20.6,centimeters
108644,overall,width,49.4,centimeters
108644,overall,height,37.1,centimeters
110272,overall,width,30.8,centimeters
110272,overall,height,24.3,centimeters
110273,overall,width,33.02,centimeters
110273,overall,height,46.67,centimeters
110460,sheet,width,22.5,centimeters
110460,sheet,height,28.7,centimeters
110690,image,width,30.2,centimeters
